row_id,Prediction
0,19.4208734658909
1,18.237449247745968
2,20.72379712494085
3,17.99741470778945
4,19.00859605247323
5,19.632789157822867
6,17.9602816353186
7,23.135197728019172
8,16.25459447905716
9,20.88741455907769
10,13.807602154637948
11,18.149252853478778
12,15.367201465393261
13,18.265524744276775
14,15.531219684314042
15,17.652885008764937
16,22.656859018070417
17,19.719506483146397
18,20.025499047221277
19,20.109148216837227
20,19.82205686967127
21,20.81283725631525
22,16.40029896453356
23,18.13351848336697
24,15.70823183959827
25,15.471023473198297
26,20.428087018099294
27,19.943284528997836
28,16.002590814974585
29,16.604750541102117
30,21.734473921912272
31,12.874169245703225
32,15.356090435439057
33,19.484010277843822
34,13.581944051020471
35,16.818792273617994
36,19.26575305899963
37,16.310047736689693
38,16.911863633781117
39,19.606066677787897
40,18.89531197083086
41,17.76555020356368
42,17.515491437148164
43,19.273475290894694
44,18.036167737694704
45,16.4700232420507
46,18.01080076165447
47,20.83803110173491
48,18.981647424432715
49,16.101822885384188
50,14.401332843763122
51,13.3039937348112
52,18.21579856528391
53,17.738048858540306
54,15.63994567980043
55,19.963770888557743
56,14.344114367167137
57,17.70792000020003
58,11.919501258923898
59,16.356086393518083
60,20.264426370304534
61,20.394794354561416
62,16.849245562935888
63,17.006933244789536
64,15.99179291583425
65,16.369186236816496
66,13.962964128277587
67,16.655799414298677
68,20.29783581550114
69,16.924936926152416
70,13.95996586547038
71,12.761739085041114
72,17.10722058820912
73,15.428218498258254
74,12.421129035738499
75,12.669727639989372
76,13.604927727122273
77,12.73383034787636
78,10.064320418532965
79,15.007174701287212
80,18.11650414895301
81,15.487564352128718
82,12.699150159019943
83,16.104569329916348
84,10.42876736790516
85,17.537167578523555
86,15.731143065883
87,14.00613306071169
88,17.112469176713947
89,8.66551059843875
90,12.723036542221024
91,16.994536690566445
92,18.13402515970993
93,17.856721028929908
94,11.578037374524623
95,12.476413269534817
96,16.311229502085475
97,18.299736742334627
98,15.832727293426544
99,12.949825114509913
100,14.906777273280454
101,9.884427956337568
102,12.535484292506865
103,17.508848547805343
104,16.76231201739411
105,9.693575114530464
106,14.208547589749735
107,11.918718074963511
108,17.159848628334906
109,12.158533618284086
110,13.922843531885974
111,15.869714661259678
112,16.564890756669573
113,16.093041791034405
114,15.906340923314854
115,8.325953201131703
116,14.12414081152259
117,15.254773537383908
118,15.728291589013775
119,10.96457285011715
120,12.384916211411799
121,14.667948065005781
122,15.764482342282776
123,11.765100970229508
124,19.555693050421578
125,12.840788688060023
126,10.314293156954665
127,11.885419838354817
128,13.428002737373003
129,10.901398996527615
130,14.267655437820814
131,12.279865993483096
132,15.536396089317439
133,12.550052753648707
134,12.813414835277591
135,13.02101924127956
136,11.941131273604729
137,10.179610666539663
138,19.383673341931573
139,18.685573943408933
140,15.916097886674127
141,12.866103242704934
142,14.852927682105278
143,11.035578031909594
144,8.187392018169128
145,13.685505363801258
146,9.494585298792988
147,9.702888132841466
148,17.579866479660566
149,14.996011189322964
150,14.04406001308903
151,17.472611901500002
152,17.327533526777803
153,15.8161504934898
154,6.442127654387313
155,10.911880251510908
156,13.983173772282335
157,13.001715302649654
158,10.812350110749627
159,10.429615126269972
160,10.813460177401836
